,Structure,Fréquence
2388,nc v det adj nc prep nc,2
2185,nc prep det nc np prep det nc,2
3501,nc prep adj nc prep,2
3510,nc prep nc np prep det nc adj,2
2201,np np nc nc np,2
2200,nc prep nc np adj prep nc np,2
2191,adj nc adj nc adj,2
2189,np nc v nc nc,2
3525,nc prep nc np nc prep nc adj,2
2275,nc np prep det nc adj np,2
2170,nc prep nc prep adj prep nc adj,2
3526,nc prep nc prep det nc np np prep nc adj,2
2169,nc prep nc adj prep adj prep nc adj,2
2168,nc prep nc adj prep nc prep nc prep nc,2
2167,nc prep nc v prep adj,2
2166,nc prep nc prep nc prep nc prep adj,2
2224,nc prep det nc adj prep adj,2
2226,nc prep det nc adj prep nc prep nc,2
2240,nc nc nc nc nc adv np np,2
2244,adj nc adj prep np,2
2246,nc prep det v nc,2
2247,nc v adj np,2
3497,adj np adv adj,2
2249,adj v np,2
2256,np np np adj np,2
2263,np v v v,2
3496,adj np adv v adv prep nc,2
3495,adj np adv v,2
3488,nc nc nc prep det nc adj prep nc np,2
3487,nc adj adj prep det nc adj prep nc np,2
2268,nc prep nc adj prep nc csu v,2
3486,nc nc adj prep det nc adj prep nc np,2
2274,nc adj nc prep det nc prep nc prep nc,2
2387,nc adj v prep nc prep v prep nc prep nc,2
2389,nc v prep nc prep v prep nc prep nc prep v,2
3310,nc prep v prep nc nc,2
2518,nc v prep adj np,2
2531,nc prep prep nc prep nc adj adj,2
2530,nc prep prep nc prep nc adj,2
2526,nc nc adj prep nc adj adj,2
2522,nc v prep nc v prep nc prep nc prep adj nc,2
2521,nc v prep nc v prep np,2
3338,nc nc v prep det adj nc adj,2
2516,nc v det nc adj prep det np np,2
2495,np np v np np,2
2511,adj np np,2
3340,adj nc adj np np,2
3341,nc np prep v prep det adj nc adj,2
3345,adj nc prep nc nc adj,2
2508,nc adj v prep det np,2
3354,nc np prep adj nc prep nc np,2
2533,nc np prep nc prep nc adj adj,2
2536,nc prep det nc prep nc prep nc nc nc prep nc adj adj nc,2
3335,nc nc prep det adj nc adj,2
3329,nc prep nc adj adj v,2
2538,nc prep nc adj adj prep adj nc,2
2540,nc v prep det nc adj adj,2
2544,nc nc prep nc prep nc nc,2
2545,adv v prep nc adj,2
2562,v v adj,2
2565,nc prep v det nc pro v prep prep nc prep nc csu prep nc,2
2572,adj adj nc nc adj,2
2573,nc adj prep adj adj nc,2
3327,adj prep nc v prep det nc,2
3323,nc nc prep det nc v prep det np,2
2577,nc prep det nc prep nc csu det adj,2
3314,adj nc adj prep nc prep det nc adj,2
3312,nc prep v np,2
3355,nc prep det nc np prep nc prep nc nc prep nc nc,2
2494,nc prep prep nc pro v prep det nc np,2
3431,nc csu v prep nc,2
3418,np np nc nc np np,2
3414,v np prep nc prep nc v prep det nc prep det nc np,2
2450,nc prep adj nc prep det nc,2
2445,nc prep det nc adj prep nc prep nc v prep nc,2
3415,nc np v prep nc prep nc adj,2
2440,nc adj prep det nc np v det nc,2
3416,np v prep det nc prep nc adj,2
2427,nc np nc prep,2
3356,nc prep det nc np prep nc prep nc nc prep nc np,2
3425,nc nc adj v adj,2
2421,nc prep adj nc prep nc nc,2
3426,nc nc adj v v prep nc,2
2416,nc prep nc prep nc adj prep det nc np adj,2
2415,nc prep nc prep nc adj prep nc np adj,2
2408,nc prep det nc prep pro,2
3413,nc prep np prep nc adj adj,2
2458,v prep nc adj adj prep det nc prep np,2
3407,nc adj adj prep nc csu,2
3403,nc adj adj adj v prep nc,2
3379,nc prep nc adj csu v,2
2463,nc v prep prep nc nc,2
2464,nc nc v prep prep nc nc,2
3377,nc prep nc v prep det nc nc,2
2471,np adv v,2
2479,nc prep det nc prep det nc prep,2
2481,nc adv v adv prep det nc,2
2483,nc adj v det nc adj prep nc np,2
3364,nc adj prep det nc adj csu prep nc adj,2
2484,nc adj v det nc adj np,2
2486,adj prep adj nc prep det nc prep nc prep,2
3357,nc prep det nc np prep adj nc prep nc np,2
2488,nc prep nc prep prep adj nc prep det nc,2
2461,nc v np np,2
1862,nc prep det nc csu prep det nc prep nc prep np prep np,2
3723,v prep nc adj csu adj,2
365,nc prep det nc np prep nc prep nc prep det np,2
1508,nc v prep adj,2
1515,nc np nc np np np v,2
361,nc prep det nc prep nc prep nc prep det nc adj,2
360,nc prep det nc prep nc prep nc prep det nc prep nc,2
1150,adj prep nc prep nc csu prep nc,2
1149,adj prep nc adj csu adj,2
1522,adj nc adj np np v,2
1147,adj prep nc prep nc prep det nc,2
1144,adj prep nc prep nc prep det nc adj,2
1136,adj nc prep adj nc,2
1527,nc prep nc prep det nc prep nc prep np,2
1529,nc adj adj prep nc prep det nc prep nc,2
342,nc v det nc adj csu prep nc nc prep nc,2
341,nc v det nc adj csu prep nc adj,2
336,nc prep nc v prep det adj,2
334,nc v prep nc prep det nc prep nc,2
1133,np csu nc,2
1533,nc adj prep det nc csu det nc prep nc,2
333,nc prep nc v det np,2
1506,nc v v nc,2
1505,nc prep pro v det nc,2
736,np nc prep nc prep np,2
1151,adj adj prep nc csu prep nc,2
1488,nc prep np v nc adj,2
1170,nc prep prep det nc v,2
1489,nc prep np v nc nc,2
402,nc nc np v det nc prep nc prep np,2
1492,nc prep nc pro,2
1497,nc nc prep nc adj csu adj,2
397,nc prep nc np prep det nc nc,2
393,v prep det np,2
389,np np prep adj nc v prep det adj prep nc,2
1166,nc v det adj nc prep det nc,2
1165,nc v det nc adj nc,2
386,nc v prep det adj nc prep nc prep det nc adj np,2
1162,nc nc v det np,2
750,nc adj prep pro v adj,2
751,nc adv v pro v adj,2
758,nc v prep det nc prep nc adj v adv prep nc prep nc,2
1155,nc adj adv prep det nc,2
371,v prep det nc v prep det nc,2
760,nc v det nc adj prep nc,2
322,np nc prep np prep nc,2
319,nc prep nc adj csu prep nc nc nc,2
1129,nc prep adj prep det nc,2
314,nc prep nc nc prep det nc adj,2
798,np prep np prep nc,2
1578,nc np np nc adj,2
228,nc adj adj prep adj nc np,2
801,nc np np nc np np v,2
1102,v nc prep nc np prep nc,2
222,np nc prep det nc prep det nc,2
1096,nc adj prep det nc v prep nc,2
1585,nc adj v prep det nc prep det nc adj,2
1587,np nc prep nc v,2
1593,nc adj prep det nc prep adj,2
1596,nc prep det adj nc prep np,2
1597,np nc np prep np,2
1598,adv np np np,2
1602,np prep np v,2
1608,nc prep nc adv nc,2
823,nc prep det adj prep nc,2
194,nc prep adj nc csu prep nc prep nc,2
193,nc prep nc prep nc csu prep adj nc,2
1611,nc prep det nc csu nc adj,2
244,nc adj v prep adj,2
1576,nc adj det nc adj,2
248,nc adj nc prep nc adj,2
1551,adj nc adj prep det nc,2
311,nc prep nc prep det nc prep adj,2
779,nc prep adj nc prep nc csu prep adj nc prep nc,2
782,nc prep nc prep nc nc prep det nc prep np,2
1543,nc csu nc adj adj csu adj,2
291,nc adj adj v prep prep nc,2
289,nc prep nc prep nc v prep prep nc,2
266,adj v v prep nc prep det nc,2
1116,adj nc csu nc,2
1552,adj nc adj adj adj,2
1106,nc adv prep nc,2
1113,nc prep nc prep np csu np,2
1559,v v prep det nc,2
1561,nc np adj adv,2
789,np v adj prep det nc,2
790,np v prep det nc prep det nc,2
1565,v nc prep det nc adj,2
1567,prep prep nc,2
1571,nc np adj nc nc np,2
406,nc adj pro v prep nc adj,2
734,nc prep nc np prep det nc prep nc nc,2
1613,nc adj nc np prep prep nc adj,2
564,adj nc prep nc prep det nc prep,2
559,nc v det nc adj np,2
1372,nc nc prep nc adj nc,2
1379,nc adj csu adj csu nc,2
1382,nc prep nc adj prep nc nc prep nc v,2
542,nc np adj v prep det nc,2
1387,nc v nc adj nc,2
1390,nc prep pro nc,2
1391,np nc adj prep adj,2
1282,adv prep np,2
1280,nc prep np prep det np,2
529,nc prep det nc prep nc adj adj prep nc,2
1278,np prep v,2
1275,nc prep adj prep nc adj adj,2
516,nc adv adj adj csu v,2
1398,nc v det nc v prep nc,2
509,nc nc prep np csu np,2
1272,nc prep nc adj adj nc np,2
1266,np np v np,2
679,nc v prep det adj nc,2
665,nc prep det nc prep prep nc adj prep nc prep nc adj,2
664,nc np v det np,2
733,nc prep nc np prep det nc adj prep adj np,2
1361,v nc prep nc csu nc,2
1324,nc adj v nc nc,2
1320,np np nc np v,2
1332,nc v v prep det nc np,2
1319,nc prep det nc csu det nc prep det nc,2
647,nc prep det nc prep prep nc prep nc prep nc prep det np,2
646,nc prep det nc prep prep nc prep nc v det np,2
1339,adv nc np,2
1311,nc prep det nc csu prep nc adj,2
1344,np prep np adj,2
1346,np prep np prep nc adj,2
622,nc v prep nc pro v,2
1351,nc prep nc prep det nc adj prep,2
1352,nc prep nc prep det nc prep prep nc,2
601,np nc adj nc nc,2
1353,nc prep nc prep nc prep prep,2
592,adj nc nc nc nc,2
1354,nc prep nc prep det nc prep prep,2
1292,nc adv adj nc adj,2
1360,nc v prep nc csu nc,2
1407,nc adj nc prep det nc prep np,2
680,nc prep nc v prep det adj nc,2
683,nc prep nc prep nc v det nc,2
1260,nc adj pro v prep det nc adj,2
440,v np np,2
427,nc nc v prep np,2
1215,nc adv prep nc adj,2
1212,nc prep det nc adj prep nc prep det nc,2
424,np np v nc adj,2
1206,nc prep det nc adj adj nc,2
1447,np nc adj adj adj,2
421,np np v adj nc nc nc,2
1454,nc adj prep adj nc v,2
416,nc prep v v prep np,2
1462,v prep np np,2
726,nc nc v prep nc v,2
1468,nc prep nc adj csu prep det nc adj,2
1471,nc prep np adj np,2
1474,adj np np v,2
1190,nc v nc v,2
1188,nc adj prep nc prep nc v,2
1184,np nc prep nc prep det nc,2
1477,nc adv v prep nc prep nc,2
1219,nc pro nc adj,2
1441,v prep v det nc nc,2
1440,nc prep v det nc nc,2
1228,nc prep adj np csu adj np,2
475,adj adj nc adj nc,2
472,nc prep nc nc v prep det nc prep nc,2
470,nc nc v prep det nc prep nc,2
469,nc pro v prep nc prep nc prep np,2
1249,nc adj csu adj prep det nc prep nc,2
1248,nc csu adj prep nc prep nc,2
1245,nc prep nc prep nc adj np,2
1229,nc prep np adj csu np adj,2
468,np v det nc prep nc prep np,2
704,nc prep nc adj nc v v det nc adj,2
1422,nc adj prep adj prep nc,2
1423,np np nc np np v,2
693,nc prep det nc prep nc adj prep nc prep nc adj,2
1426,nc adj np np nc,2
1428,nc prep nc prep np np,2
448,nc nc adj np,2
1430,nc prep v det nc adj,2
1432,v prep v det nc adj,2
1612,nc adj adj prep v,2
1328,nc prep det nc prep nc prep det nc adj np,2
1033,nc np adj np,2
1699,nc nc adj csu adj,2
937,v prep nc adj csu prep nc,2
1645,nc nc adj csu nc adj,2
1643,nc prep det nc csu det nc nc,2
36,nc prep prep nc v,2
943,v pro csu nc,2
1029,nc v prep nc prep nc nc,2
982,nc prep np np adj,2
1641,nc prep det nc csu prep nc nc,2
944,v pro,2
866,np np prep adj nc,2
862,nc prep nc adj prep np nc,2
979,nc prep np np v,2
1638,np np np np nc adj,2
977,nc prep nc adj prep nc csu nc,2
949,np adj prep det nc,2
1706,nc adj prep nc prep nc nc np,2
975,adj prep np np,2
974,np adj np nc prep nc,2
1635,np nc np nc nc,2
1044,nc adj adj prep nc prep nc csu prep nc,2
1634,adj prep det nc np,2
973,np adj np np prep nc,2
129,adj prep nc adj adj,2
1630,nc prep nc prep nc prep det nc v,2
969,np nc prep nc prep nc adj,2
1704,v v v,2
1629,np prep adj adj nc nc,2
953,nc adj adj prep det nc prep det nc,2
1052,np nc adj prep nc adj,2
1705,nc prep nc adj prep det nc prep nc,2
936,nc prep nc adj adj prep,2
106,nc prep nc nc adj prep np,2
1026,nc prep nc adv prep adj nc,2
1696,nc v nc np np,2
1000,nc np v v nc,2
998,np v np nc,2
86,nc nc adj prep v,2
996,v v prep nc adv adj,2
911,nc prep nc pro np,2
913,nc prep pro adj,2
87,nc nc adj prep v prep det nc,2
1672,nc adj prep det nc adv adj,2
900,v adj nc adj,2
1003,adj v nc,2
1670,nc adj csu prep det nc,2
1669,nc adj adj csu prep det nc,2
991,nc adj csu nc prep nc adj,2
897,nc nc pro np nc adj,2
71,det nc prep nc,2
88,nc nc prep v,2
1685,adj prep nc np prep nc,2
1686,adj nc np prep nc,2
1660,nc prep det v,2
924,np nc prep det nc prep nc,2
989,nc v prep det nc adj prep nc,2
1658,nc prep det adj nc prep nc prep,2
1657,nc prep v prep nc prep,2
1688,adj prep nc np adj,2
89,nc nc prep v prep det nc,2
1015,nc adj prep adj adj,2
883,np nc v prep nc adj,2
1653,nc adj nc np np,2
1652,nc prep nc prep det nc prep det nc adj,2
148,np nc adv v,2
85,nc adj prep v prep det nc,2
1711,nc adj prep nc v prep det nc adj,2
16,nc v prep nc csu prep nc,2
180,nc prep nc adj prep nc nc csu nc,2
1078,nc prep prep nc prep nc,2
1620,nc prep v prep prep nc prep nc,2
960,nc prep nc prep v adj,2
155,nc prep nc prep nc adv adj prep det nc adj,2
835,nc np csu np,2
1622,nc prep adj csu adj prep nc,2
1623,nc prep nc adj csu adj prep nc,2
160,nc adj prep nc prep nc prep nc prep nc,2
18,nc adj v prep det nc csu det nc,2
958,nc adv prep det nc,2
954,nc adj adj v prep det nc prep det nc,2
957,nc adj prep np csu np,2
1068,nc prep np np np np,2
1081,nc prep nc nc nc nc,2
843,nc adj csu nc adv adj,2
154,nc prep nc prep nc adj adv adj prep det nc adj,2
825,nc v prep,2
167,nc adj prep nc adj prep nc v,2
17,nc adj v prep nc csu prep nc,2
1085,nc prep det nc prep np np,2
3181,nc adj prep nc adj csu adj prep np prep np,1
931,prep v,1
3088,nc v prep nc adj prep nc,1
3184,nc adj adj prep nc prep nc adj csu adj,1
2828,nc adj prep nc v prep det nc np,1
3102,nc adj adj prep adj nc adj,1
927,adj adj adj nc,1
929,adj prep adj,1
3099,adj nc prep det nc prep nc prep nc,1
2827,np nc adj adj nc adj,1
3180,nc adj prep nc adj csu adj prep np,1
3103,adj nc prep nc np prep nc,1
2829,nc np nc adj adj nc,1
934,csu,1
685,nc adj nc adj nc v,1
3098,adj nc prep det np,1
3089,nc v det nc prep nc nc,1
691,v prep adv v,1
3097,nc adj v adj np adj,1
690,v prep v adv,1
935,nc prep nc prep nc prep det nc prep nc adj,1
689,nc prep nc prep adj nc prep nc adj,1
686,nc v v adj nc adj,1
3186,nc adj prep nc prep nc adj csu adj prep v,1
3183,adj nc adj adj nc adj adj np np v,1
2830,nc prep nc np np np np,1
3094,np np adj adj csu nc adj,1
653,adj v prep nc prep nc,1
3095,np np nc prep nc adj,1
3185,nc adj prep nc prep nc adj csu adj,1
3159,nc adj prep det nc prep nc prep det nc csu prep det nc adj prep np,1
3187,nc adj prep nc prep nc adj csu adj prep np,1
912,nc adj prep nc pro np,1
2844,nc nc nc adj adj,1
2805,nc adj pro v prep det nc adj prep det nc,1
2804,nc adj pro v prep np,1
3075,nc nc adv csu adv nc,1
3074,nc adj csu nc adj prep nc,1
3191,nc adj prep nc adj adj prep np prep np,1
3073,nc adj csu nc adj adj,1
3072,nc nc adj prep nc np adj,1
914,nc prep pro prep nc,1
3071,nc adj prep adj np csu np,1
3192,nc adj adj prep nc prep nc nc,1
909,nc prep nc adj adj prep nc prep nc csu prep nc prep nc,1
3193,nc adj prep nc prep nc nc prep v,1
3070,nc np adj prep det np,1
3069,nc np v prep det np,1
3194,nc adj prep nc prep nc nc prep np,1
2843,nc adj adj v pro nc adj nc,1
3077,nc prep det nc adj prep nc np np,1
3188,nc adj prep nc prep nc adj csu adj prep np prep np,1
3081,nc v prep nc adj prep det nc,1
3087,nc prep det nc np prep adj nc adj,1
3105,nc adj nc adj prep nc prep nc adj,1
3085,nc adj adj prep det adj adj,1
922,adj v det nc adj,1
3084,np nc adj adj prep det nc,1
3083,nc adj prep nc prep nc prep det nc prep nc,1
3082,nc prep np adj prep det nc nc,1
3189,nc adj prep nc adj adj prep v,1
916,nc prep nc prep det nc np nc,1
697,nc prep nc prep nc prep det nc prep adj nc prep nc,1
2838,adj nc prep nc prep det adj nc,1
919,np np np np nc v adj np nc,1
918,np nc nc adj adj prep nc prep nc,1
2806,nc nc pro nc csu nc nc adj,1
3190,nc adj prep nc adj adj prep np,1
3078,nc prep det nc prep nc prep det nc adj,1
3086,nc v prep nc v prep nc adj,1
3109,nc prep det nc adj prep nc csu prep adj nc,1
3179,nc adj adj prep nc adj csu adj prep v,1
3140,nc adj prep det nc prep nc csu det nc prep v,1
3163,nc adj prep nc adj csu prep nc prep v,1
3164,nc adj prep nc adj csu prep nc prep np,1
2809,nc nc pro nc nc adj,1
3143,adj nc pro np v v,1
2817,nc np np np np np nc,1
3142,nc adj prep det nc prep nc csu det nc prep np prep np,1
3141,nc adj prep det nc prep nc csu det nc prep np,1
3165,nc adj prep nc adj csu prep nc prep np prep np,1
3139,nc adj prep det nc prep nc csu det nc,1
674,nc prep det nc v prep nc prep nc prep nc prep det np,1
3138,nc adj adj prep det nc prep nc csu det nc,1
3166,adj nc adj np np nc np np v,1
3137,adj nc pro np v nc np v,1
3136,nc adj adj prep det nc prep v,1
3135,adj nc pro np v,1
3167,nc adj adj prep det nc prep det nc csu prep nc adj,1
3168,nc adj prep det nc prep det nc csu prep nc adj prep v,1
671,nc prep det nc adj prep nc v prep nc prep nc adj,1
2810,adj nc nc np np adj,1
2816,v nc np np adj,1
3145,nc adj prep det nc prep nc prep np prep np,1
2815,v nc np np np np nc,1
3160,nc adj prep det nc prep nc prep det nc csu prep det nc adj prep np prep np,1
3158,nc adj prep det nc prep nc prep det nc csu prep det nc adj prep v,1
3157,nc adj prep det nc prep nc prep det nc csu prep det nc adj,1
3156,nc adj prep det nc prep det nc adj csu prep nc prep det nc,1
3155,nc adj adj prep det nc prep nc prep det nc csu prep det nc adj,1
2811,nc adj nc nc np np adj,1
3154,adj nc adj v nc np nc np np v,1
3153,nc adj prep det nc csu prep nc adj prep np prep np,1
3152,nc adj prep det nc csu prep nc adj prep np,1
3151,nc adj prep det nc csu prep nc adj prep v,1
3161,adj nc adj np np nc np v,1
3150,nc adj adj prep det nc csu prep nc adj,1
2813,nc pro v prep det nc np prep nc prep nc,1
3149,adj nc adj np adj nc np v,1
658,nc prep nc prep adj np csu np,1
3162,nc adj adj prep nc adj csu prep nc,1
659,v prep det nc prep nc prep nc prep nc adj,1
673,nc prep det nc v prep nc prep nc v det np,1
3131,nc nc nc prep nc adj,1
3106,np np adv adj prep nc,1
3114,nc prep nc np prep nc v prep nc v,1
3171,adj nc pro np adj nc nc np v,1
3116,np nc np np nc np np nc v,1
3172,nc adj adj prep det nc csu det adj nc prep nc,1
3173,nc adj prep det nc csu det adj nc prep nc,1
3174,nc adj prep det nc csu det adj nc prep nc prep v,1
3115,np np nc np np np adj nc adj nc v,1
3175,nc adj prep det nc csu det adj nc prep nc prep np,1
3176,nc adj prep det nc csu det adj nc prep nc prep np prep np,1
3177,adj nc adj adj nc np np v,1
3130,nc adj prep nc prep nc csu prep nc prep np,1
3113,nc np prep nc v prep nc v,1
3112,nc np prep det nc prep nc v,1
3111,adj nc prep adj nc prep det nc,1
655,nc nc v nc v,1
3110,nc prep nc csu prep nc prep adj nc,1
2812,nc nc pro nc adj,1
3108,nc prep det nc adj prep nc csu prep adj nc adj,1
3107,nc csu nc prep adj nc,1
3117,nc prep prep det nc csu det nc prep det nc prep nc prep det nc prep nc np prep np nc,1
3118,nc prep prep det nc prep nc np prep np,1
3119,nc prep nc prep np prep prep np,1
3120,nc adj adj np np np v,1
2819,adj prep det nc nc,1
3129,nc adj prep nc prep nc csu prep nc prep v,1
3169,nc adj prep det nc prep det nc csu prep nc adj prep np,1
3170,nc adj prep det nc prep det nc csu prep nc adj prep np prep np,1
3128,nc adj prep nc prep nc csu prep nc prep np prep np,1
677,nc pro det nc np v v,1
709,nc np v prep det nc np prep nc np,1
948,nc v csu v prep nc prep nc,1
3126,nc adj prep det nc prep nc prep det nc prep v,1
2808,adj nc adj nc nc,1
947,nc prep det nc csu prep nc prep nc adj,1
3125,nc adj prep nc prep det nc prep nc prep det nc prep v,1
3124,nc adj v prep det nc adj prep nc prep nc prep np,1
3123,nc adj v prep det nc adj prep nc prep det nc prep np prep np,1
945,v pro prep adj,1
678,nc adj v prep det adj nc,1
3121,nc v prep det nc adj prep nc prep nc prep det nc,1
2912,nc pro v prep nc np v,1
3049,nc v prep nc np adj,1
713,nc prep det nc prep nc prep nc adj v prep nc prep nc,1
793,nc v prep np v prep np,1
2970,nc prep nc prep nc v prep nc prep det nc prep np,1
2969,nc prep nc prep nc v prep nc prep np prep nc,1
785,adj nc v prep nc nc nc,1
2967,nc prep nc prep nc v prep nc prep np,1
787,nc nc adj prep nc np prep nc,1
844,nc adj adj prep nc prep det nc np,1
2892,nc prep prep nc prep det nc prep nc prep det np adj,1
2965,nc np prep det nc prep det nc adj,1
2964,nc nc prep np nc,1
2963,nc prep det nc prep np prep nc adj,1
788,nc v prep nc v prep det nc,1
2961,nc v prep det nc v v prep det,1
2960,nc prep det nc prep det nc prep nc prep np,1
2959,nc prep det nc adj prep nc prep np,1
2958,nc prep nc adj prep nc prep v prep nc,1
2893,nc prep prep nc prep det nc prep nc prep det np,1
2894,nc prep pro v prep det nc prep nc prep det np adj,1
2956,nc np np np np np,1
2895,nc prep pro v prep det nc prep nc prep det np,1
2954,np np adj adj prep nc np,1
2953,nc prep det adv adj,1
2971,nc prep nc prep nc v prep nc prep det nc prep nc prep nc adj,1
783,nc nc csu nc prep np,1
2973,nc v prep nc prep nc prep np,1
2982,adj nc np nc adj nc,1
861,nc prep nc adj prep nc prep nc nc,1
2880,nc v prep det nc adj prep nc prep,1
2881,nc nc prep nc adj prep nc prep,1
858,v prep np adj adj,1
857,np np prep np np np adj np np np,1
854,np v nc adj nc adj nc adj,1
853,nc adj prep nc prep nc csu nc adj,1
2984,prep nc adj nc adj,1
778,nc adj prep nc csu adj prep nc,1
2981,nc prep det nc prep np np nc nc np,1
2890,nc adj prep nc adj v prep nc np,1
2886,np np np adj np np,1
850,np prep np adv adj,1
2980,adj nc prep nc adj nc np,1
2979,np nc adj nc v np nc,1
2978,nc prep nc adj prep nc adj nc np,1
780,nc prep adj nc prep nc csu prep adj nc prep nc prep nc,1
845,nc adj adj prep nc adj np,1
2974,nc adj nc adj nc adj,1
2889,nc adj v v v prep det nc np,1
2952,nc prep adv adj,1
2950,nc prep nc prep nc prep prep det nc prep np,1
2985,np nc np nc adj nc nc,1
2897,np np np prep,1
2931,nc prep det nc adj prep nc prep nc nc prep nc np,1
2930,nc prep det nc adj prep nc prep nc nc prep nc nc,1
811,nc csu nc v det nc,1
813,nc adj adv adj prep det nc,1
815,nc nc nc prep nc prep np adj,1
2926,nc prep det nc prep pro v det nc,1
2925,nc prep det nc v det nc prep nc pro,1
2924,nc prep det nc nc np,1
816,nc nc prep nc prep np adj,1
2922,nc prep nc prep det nc pro,1
2921,nc nc prep nc prep,1
818,adj nc prep nc nc nc nc,1
820,nc prep nc nc nc nc np,1
822,nc prep det adj prep det nc,1
834,np csu nc adj,1
2916,nc nc prep nc np np,1
832,nc v prep pro,1
830,nc prep det nc prep nc v v,1
2915,nc np np nc prep nc,1
829,nc v prep nc prep det nc prep det nc,1
2914,np v nc nc nc,1
2932,nc prep det nc adj prep adj nc prep nc np,1
808,nc prep nc v np v prep nc,1
2905,nc prep nc prep prep np np,1
800,nc adj adj prep nc csu nc prep det nc nc,1
840,nc prep nc csu prep adj,1
2949,np np np adj nc nc np np,1
2948,nc adj prep nc nc adj adj,1
839,nc np np adj adj,1
794,nc v prep det nc adj prep nc np,1
2900,nc nc prep np nc np,1
2945,nc adj nc prep nc np np,1
2944,nc adj v np nc,1
799,nc adj adj prep nc csu nc prep det nc,1
2901,nc nc v det nc adj prep nc np,1
807,nc prep nc np v prep nc,1
2940,nc adj nc prep adj nc,1
2902,nc nc v det nc adj np,1
2903,nc prep nc prep nc np prep np nc,1
802,nc adv v adv,1
803,nc prep nc v prep det nc det nc csu det nc,1
2937,nc adj np prep det nc v det nc,1
2936,nc v prep det nc csu det nc adj adj,1
2904,nc prep nc np prep np np,1
804,np nc np np nc adj nc,1
2878,v nc nc np,1
2986,nc prep det np adv,1
721,nc prep nc prep np prep nc,1
3030,nc adj prep nc prep nc csu,1
2857,adv prep nc prep nc,1
739,nc csu,1
743,nc prep np v prep nc,1
3041,nc nc prep nc csu,1
744,nc np prep nc nc prep nc,1
745,nc np prep nc np prep nc,1
895,adv np nc nc,1
2859,nc prep pro v,1
2860,nc prep det nc np prep nc prep det nc,1
3038,nc prep det nc prep det nc nc,1
3037,nc adj adj prep nc prep prep np,1
3036,nc adj prep nc prep nc prep nc prep det nc,1
3035,nc nc prep nc adj prep nc,1
2861,np prep det nc np,1
2862,np prep det nc np prep nc prep det nc,1
886,nc adj v prep nc prep det nc,1
3034,nc v prep nc prep np csu np,1
746,nc adj np prep nc np,1
3032,nc adj nc prep nc prep det np det np csu np,1
885,np v v prep det nc adj,1
884,np nc v prep nc prep det nc,1
735,nc prep nc prep nc prep nc adj v det nc adj,1
898,nc prep det np prep nc,1
732,nc nc prep det nc prep nc nc,1
3058,nc prep nc prep nc prep nc v prep nc,1
2849,np nc np np prep,1
3065,np np np nc nc v nc,1
3064,nc v prep det nc prep adj nc,1
3063,np nc np nc prep np np,1
908,nc prep nc adj adj prep nc prep nc csu prep nc prep det nc prep np,1
3062,nc adj prep adj np nc,1
3061,nc prep adj nc adj prep nc np,1
3060,nc prep adj nc v adj,1
3059,nc np adj adj adj adj csu adj,1
722,det adj nc,1
2854,nc adj prep v prep det nc adj,1
903,nc adj adj prep nc prep,1
724,nc prep nc prep nc prep nc adj v prep nc,1
729,nc prep nc prep det nc adj prep adj np,1
3053,nc nc nc adj prep nc adj,1
730,nc prep nc prep det nc prep nc nc,1
731,nc nc prep det nc adj prep adj np,1
3050,adj nc adj v nc,1
2913,nc prep det nc prep nc prep det np adj,1
899,v adj adj nc,1
3031,nc adj nc prep nc prep det np det np csu prep np,1
3029,v prep det nc prep adj adj,1
2987,adj nc adj adj nc adj,1
747,nc adj np prep nc nc,1
771,adj nc v prep nc prep det nc,1
3005,np nc v nc nc adj,1
3004,nc prep nc prep det nc np csu np,1
772,np v det nc np csu det nc np,1
3002,nc prep nc adj prep nc adj v,1
774,nc prep nc np csu prep nc np,1
3000,np nc np adj nc adj adj nc,1
2999,nc prep nc np v det nc,1
2998,nc prep nc prep nc prep det nc v prep np,1
2997,nc nc prep nc pro v prep np,1
2996,nc nc prep nc pro v prep nc prep nc prep nc,1
2995,nc nc prep nc pro v prep nc adj prep nc,1
2875,nc np adj adj nc,1
2994,nc nc prep nc pro v prep nc np,1
776,nc adj adj prep nc csu nc prep nc,1
3195,nc adj prep nc prep nc nc prep np prep np,1
2991,nc prep nc v prep det,1
2990,nc prep nc np v prep det nc prep nc nc,1
2877,nc nc adj nc np,1
2989,np np v prep det nc prep np np nc np,1
777,nc adj adj prep nc csu nc prep nc prep nc,1
770,nc prep nc adv v prep nc adj,1
768,nc adj prep nc prep det nc adj prep nc,1
3009,nc v prep np np np,1
2871,nc prep nc adj prep nc prep np,1
880,adj prep nc csu adv,1
755,nc prep nc v det nc csu det nc,1
759,nc v prep nc prep nc csu det nc np,1
3022,v nc adj prep nc prep nc,1
2868,np np prep det nc nc np,1
2869,nc nc nc prep det nc prep np,1
3020,nc nc np prep det nc prep adj np,1
3019,nc nc np prep det nc prep np,1
878,nc prep det nc prep v prep nc,1
873,v adv adj,1
3010,nc prep nc prep nc prep nc csu prep nc prep nc,1
3018,nc nc adj adj prep det nc,1
3017,nc nc np np nc,1
765,nc v prep det nc adj adj prep nc,1
3015,nc nc np np v nc,1
3014,nc np nc nc prep nc,1
3013,nc np nc nc np nc,1
767,nc adj prep nc prep det nc prep nc prep nc,1
