,Structure,Fréquence
3249,NOM PRP:det NOM VER:ppre PRP NOM,2
3456,NOM PRP:det NOM PRP:det NOM PRP NOM NUM,2
799,NAM NOM ADJ NOM NOM,2
3126,NOM NUM PUN NUM PUN NAM PUN NOM PUN,2
6055,NOM PRP:det NOM VER:ppre PRP DET:ART NOM ADJ,2
4635,NOM ADJ PRP:det NOM NOM NUM,2
517,NOM PRP NOM NAM PRP DET:ART NOM NOM,2
3284,NOM PRP NOM PRP:det NOM NOM ADJ,2
4781,NAM PUN NOM NAM NAM NAM PUN,2
5995,ADJ NOM PRP NOM NOM PRP DET:ART NOM PRP NAM,2
3118,NOM ADJ PUN ADJ NOM PRP:det NAM,2
3116,NOM PRP NOM NUM PRP ADJ NOM,2
4780,NOM NAM NAM NAM,2
3114,NAM PUN NOM PRP DET:ART NOM ADJ PRP NOM NUM PUN,2
4867,NOM NAM VER:ppre DET:ART NOM ADJ NOM,2
824,NOM PRP DET:ART NOM PRP DET:ART NOM KON PRP:det NOM,2
4630,VER:simp PUN NOM PUN NAM,2
4869,NOM PRP:det NOM PRP NOM NAM NAM,2
3550,NOM PRP DET:ART NOM NAM PRP DET:ART NOM,2
552,NOM NOM VER:pper PRP:det NAM,2
522,NOM NOM NAM PUN VER:ppre DET:ART NOM PRP NOM PRP NAM PUN,2
5944,NOM NOM PRP:det NOM ADJ VER:ppre PRP NOM NUM,2
3268,NOM VER:pper VER:pper PRP NOM,2
3545,NOM NUM PUN NAM PUN ADJ,2
3546,NOM PRP:det NOM ADJ NOM ADJ,2
786,ADJ NOM NOM NOM NOM,2
4669,NOM ADJ PRP:det NOM VER:cond VER:pper,2
4790,NOM PRP:det NOM ADJ ADJ PUN NAM PUN KON PRP:det NOM,2
3139,ADJ NOM VER:pres,2
679,NOM ADV ADJ ADJ KON VER:pper,2
4853,NOM ADJ PRP NOM ADJ VER:pper PRP DET:ART NOM,2
3136,NUM PUN NUM PUN NUM PUN NAM PUN NAM,2
4787,NOM PRP NOM NUM PRP:det NOM ADJ PRP DET:ART NOM,2
4784,NUM NOM NOM,2
3280,VER:pres NOM PRP:det ADJ NOM,2
5945,NOM ADJ PRP DET:ART ADJ NOM PRP NOM NUM,2
4856,NOM VER:simp PRP:det NOM ADJ NAM,2
3108,NOM NOM PRP DET:ART NOM PRP NOM VER:cond ADJ,2
3106,NOM NOM PRP NOM PRP NOM VER:cond ADJ,2
3105,NOM NOM PRP NOM ADJ PRP NOM NAM,2
3104,NOM ADJ VER:subp NOM NUM,2
4887,VER:simp PRO:PER VER:ppre PRP DET:ART NOM PRP NOM PRP:det NOM,2
4888,NOM PRO:PER VER:ppre PRP:det NAM ADJ,2
3074,NAM VER:futu ADJ VER:simp NOM NUM,2
3073,NOM PRP:det ADJ NOM KON PRP DET:ART NOM,2
4778,NOM PUN NOM PUN ADJ NOM,2
3071,NOM PRP DET:ART NOM PRP DET:ART NOM PRP DET:ART NOM,2
3292,ABR PUN NUM PUN NUM PUN NAM PUN NAM PUN NAM PUN NAM,2
4892,NOM PRP DET:ART NOM PRP NOM PRP DET:ART NAM,2
3293,NUM PUN NUM PUN NAM PUN NUM PUN NAM PUN NOM,2
844,NOM NAM NOM PRP NOM,2
4776,ADJ NOM PRP NOM NOM NOM NUM,2
3577,NOM PRP NOM NAM ADJ PRP:det NOM NAM,2
5929,NOM PRP DET:ART NOM ADJ VER:pper,2
4775,ADJ NOM PRP NOM NUM NOM NUM,2
4774,ADJ NOM PRP NOM PRP NOM NAM,2
5932,NOM PRP:det VER:infi,2
4677,NAM NOM PRP:det NOM KON NOM PRP DET:ART NOM,2
835,NOM ADJ PRP NOM PRP NOM NOM,2
3094,NOM ADJ ADJ PRP NOM NAM KON NAM,2
3103,NOM NOM ADV ADJ,2
3102,NOM ADJ ADJ PRP NOM NAM ADJ,2
4870,NOM NOM PRP NOM PRP:det NOM PRP DET:ART NOM,2
828,ADV VER:infi,2
3099,NOM ADJ PRP NOM VER:cond VER:pper PRP:det NAM,2
3562,ADJ NOM ADJ NOM ADJ,2
830,NOM VER:pper PRP NOM PRO:PER VER:ppre,2
4884,NOM PRP NOM ADJ NOM KON PRP NOM PRP NOM,2
4627,NOM PRP NOM PRP:det NOM ADJ ADJ PRP DET:ART NOM ADJ,2
3088,NOM ADJ ADJ ADJ VER:pper PRP DET:ART NUM,2
3568,NOM PRP DET:ART NOM ADJ PRP NOM ADJ,2
4882,NOM PRP NOM PRP NOM ADJ NOM KON PRP NOM PRP NOM,2
4883,NOM PRP NOM PRP NOM ADJ NOM KON PRP NOM NOM PRP NOM,2
3080,NOM ADJ ADJ PRO:PER NAM,2
779,NOM VER:pper PRP:det NOM NOM,2
3267,NOM ADJ DET:ART NOM,2
2856,NAM PUN NOM ADJ NOM,2
4815,ABR NOM NOM,2
5974,NOM NOM ADJ PRP:det NOM PRP NOM NUM,2
3215,ADJ NOM VER:ppre,2
689,NAM NAM PRP NUM NOM,2
3511,NOM PRP NOM ADJ PRP:det NOM PRP NOM PRP:det ADJ,2
5973,NOM NOM ADJ PRP:det NOM ADJ PRP NOM NUM,2
715,NUM PUN NUM PUN NUM PUN NAM,2
5972,NAM VER:pres ADJ NOM NOM NUM,2
717,NOM NAM ADJ VER:pper PRP DET:ART NOM,2
3209,NOM ADJ VER:pper VER:pper,2
3512,NOM PRP NOM ADJ PRP:det NOM VER:ppre PRP:det ADJ,2
3207,NOM PRP:det NOM PRP NOM ADV ADJ,2
3206,ADJ NOM VER:simp,2
3205,NOM PRP NOM PUN NOM VER:pper,2
3491,VER:pper ADJ PRP:det NOM,2
3259,NOM PRP NOM ADJ PRP NOM NUM NOM DET:ART NOM,2
5975,NOM NOM ADJ PRP:det NOM PRP NOM NAM,2
5976,ADJ NOM PRP NAM KON NAM,2
4794,NOM NAM PUN NOM ADJ NOM NUM PUN,2
3221,NOM ADJ VER:ppre DET:ART NOM PRP NOM,2
4803,NOM NAM ADJ PRP DET:ART NOM NAM,2
3499,NOM NOM PUN NAM PUN NAM PUN NUM PUN,2
3241,NOM PRP NOM ADJ NOM PUN NUM,2
3239,NOM NOM PUN NUM,2
3238,NOM NAM PUN NAM ADJ ADJ NOM PUN,2
3494,NAM PUN NAM PRP PUN,2
3493,NOM ADJ NOM PRP DET:ART NOM,2
3500,NAM PUN NAM PUN NUM,2
3233,NOM NOM PRP NOM PRP NOM PRP NOM PRP NOM,2
3254,NOM PRP NOM PRP:det NOM VER:pper PRP:det NOM,2
3232,NOM NOM PRP NOM NOM NOM,2
5978,ADJ NOM PRP:det NOM NAM ADJ PRP NAM,2
3229,NOM ADJ NOM VER:ppre ADJ,2
3228,NOM ADJ ADJ ADJ NOM ADJ,2
4658,NOM ADJ VER:simp NAM ADJ,2
3204,NOM NOM PUN NOM VER:pper,2
3513,NOM PRP NOM PRP:det NOM VER:ppre PRP:det ADJ,2
4823,NOM PRP NOM NAM ADJ PRP:det NOM,2
3514,NOM PRP NOM PRP:det NOM PRP NOM PRP:det ADJ,2
3175,ADJ NOM PRP NOM PRP:det NOM,2
5963,NAM NAM PRP DET:ART NOM PRP DET:ART NOM ADJ,2
744,ADJ NOM PRP:det NOM PRP DET:ART NOM PRP,2
3531,NOM PUN NAM NOM NAM PUN,2
4644,NOM PRP NOM VER:ppre NAM,2
3165,NOM PRP DET:ART NOM PRP:det NOM ADJ ADJ,2
3164,NOM PRP NOM ADJ VER:pper PRP:det NOM,2
5954,NOM PRP NOM VER:pper ADV,2
5953,ADJ NOM PRP:det NOM VER:pper PRP NOM,2
527,NOM ADJ PRO:PER VER:ppre PRP:det NOM ADJ,2
4639,NOM PRP NOM VER:pper PRP DET:ART NOM VER:ppre DET:ART NOM,2
3155,NOM NUM NOM PRP:det NOM PRP DET:ART NOM,2
3153,NOM VER:pper NAM,2
768,NOM PRP NOM VER:pper PRP NAM,2
3488,NOM PRP:det NOM PRP NOM NUM NOM PRP DET:ART NOM,2
739,NOM VER:ppre DET:ART NOM ADJ NAM,2
3178,NOM ADJ PRP NOM PRP ADJ NOM,2
4649,NOM VER:infi NOM ADJ NUM NOM ADJ,2
3260,NOM PRP NOM ADJ PRP NOM NUM PRO:PER VER:ppre PRP DET:ART NOM,2
6048,VER:pres VER:pper NOM,2
539,NOM NOM PRP NOM PRP DET:ART NOM,2
3517,NOM PRP NOM PRP:det NOM PRP:det ADJ,2
3518,NOM PRP NOM ADJ PRP:det NOM PRP:det NOM PRP NOM,2
3519,NOM PRP NOM ADJ PRP:det ADJ PRP:det NOM ADJ,2
3520,NOM PRP NOM PRP:det ADJ PRP:det NOM ADJ,2
3521,NOM PRP NOM PRP:det NOM PRP:det NOM PRP NOM,2
3180,NAM PUN NAM ADJ ADJ PUN,2
538,NOM PRP NUM VER:simp VER:pper PRP NAM,2
4832,NOM PRP:det NOM PRP PRP DET:ART NOM PRP:det NOM ADJ,2
4833,ADJ NOM NOM NAM NOM,2
536,VER:cond NOM NUM,2
3182,NOM PRP NOM PRP NOM ADJ KON ADJ,2
3181,NOM ADJ ADJ PUN NOM PUN,2
3580,NAM PUN NAM NOM NOM NAM PUN,2
4614,NOM PRP NOM PRP:det NOM ADJ PRP DET:ART NOM,2
3054,NOM PRP ADJ NOM NOM PRP:det NOM,2
2928,NOM PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NOM PRP:det VER:simp,2
2926,NOM ADJ PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NOM,2
4975,NOM PRP DET:ART NOM KON PRP DET:ART NOM PRP DET:ART NOM,2
3648,NOM ADJ PRP NOM NUM PRP NOM ADJ,2
3465,NAM NOM NOM NOM PUN VER:simp PUN,2
6034,NAM NOM ADJ NOM ADJ NOM,2
3651,NOM NOM PRP NUM NOM,2
3652,NOM ABR PRP NAM,2
3461,NOM PRP ADJ NOM ADV ADJ,2
4982,NOM PRP NOM PRP NOM VER:pper PRP NAM,2
4557,NOM PRP DET:ART NOM VER:pper PRP DET:ART NOM NOM,2
2911,NAM NAM NAM NOM PUN VER:simp PUN,2
4984,NOM PRP NOM NAM VER:pper PRP NAM,2
4985,NOM PRP NOM PRP NOM ADJ VER:pper PRP NAM,2
3655,NOM ADJ PRP NOM PRP NOM PRP DET:ART NOM,2
3656,NOM PUN NOM PUN NOM PUN NOM PUN PUN NOM PUN PUN ADV NAM PUN NAM,2
2927,NOM PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NOM,2
2929,NOM PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NOM PRP:det NAM,2
4895,NOM VER:pper PRP DET:ART NOM PRP NOM NUM,2
2930,NOM PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NOM PRP:det NAM PRP NAM,2
2950,NOM PRP:det ADJ NOM NOM,2
916,NOM PRP NOM VER:pper PRP DET:ART ADJ NOM,2
4757,PUN NAM PUN NAM,2
3466,NOM ADJ KON PRP:det NOM ADJ,2
2946,NAM NOM PUN VER:simp PUN,2
470,NOM PRP DET:ART NOM NAM PRP NOM PRP NOM PRP DET:ART NAM,2
4963,NOM PRP NAM PUN NOM ADV ADJ PRP DET:ART NOM PUN,2
921,NOM PRP NOM PRP NOM VER:ppre DET:ART NOM,2
6074,NOM VER:pper PRP DET:ART NOM ADJ KON VER:pper PRP DET:ART NOM,2
922,NAM VER:ppre PRP NAM,2
4569,NOM ADJ PRP:det NOM NAM PUN NAM PUN,2
4567,NOM PRP NAM VER:pper PRP DET:ART NOM,2
5899,ADJ NOM ADV PRP:det NOM ADJ,2
466,NOM PRP DET:ART NOM PRP:det NOM PRP NOM PRP DET:ART NOM ADJ,2
465,NOM PRP DET:ART NOM PRP:det NOM PRP NOM PRP DET:ART NOM PRP:det NOM,2
450,NOM PRP NOM PRP:det NOM NAM NAM,2
4989,NOM NAM PRP DET:ART NOM PRP:det NAM ADJ,2
5894,NOM NAM PUN NAM PUN NAM PUN NAM PUN,2
4990,NOM NAM PRP DET:ART NOM PRP:det NOM PRP:det NOM PRP NOM ADJ,2
3670,ADJ NOM ADJ PRP NAM,2
430,NOM VER:pper PRP:det NOM PRP DET:ART NOM PRP NOM,2
2874,NOM PRP:det NOM PRP NOM KON PRP NOM ADJ PRP:det NAM PRP NAM,2
2873,NOM PRP:det NOM PRP NOM KON PRP NOM ADJ PRP:det NAM,2
2872,NOM PRP:det NOM PRP NOM KON PRP NOM ADJ PRP:det VER:simp,2
2871,NOM PRP:det NOM ADJ PRP NOM KON PRP NOM ADJ,2
428,NOM PRP NOM VER:ppre DET:ART NAM,2
5010,NAM VER:pres NOM ADJ NOM,2
3246,NOM VER:ppre DET:ART NOM PRP NOM PRP NOM KON PRP NOM,2
946,NOM VER:ppre PRP DET:ART NOM PRP NOM,2
3677,NOM VER:pper ADJ NAM,2
949,NUM PUN NAM NAM ADJ NOM,2
950,NUM PUN NAM NAM NOM,2
640,NOM PRP NUM VER:simp PRP DET:ART NOM ADJ,2
3679,ADJ VER:pper NAM,2
5893,NOM NUM PUN NAM PUN NAM PUN NAM PUN NAM,2
442,NOM VER:ppre DET:ART NOM ADJ KON PRP:det NOM ADJ,2
443,NOM VER:ppre DET:ART NOM ADJ KON PRP:det NOM NOM PRP NOM NUM,2
645,NOM NAM VER:pper PRP:det NOM,2
934,NOM PRP DET:ART NOM NOM NUM,2
4991,NAM NAM PUN VER:pres PUN,2
2899,NOM PRP DET:ART NOM PRP:det NAM PRP NAM,2
937,NOM PRP DET:ART NOM NUM PRP NOM ADJ PRP NOM PRP NOM ADJ,2
939,NOM NUM NOM PRP:det NOM,2
2896,NOM PRP:det NOM ADJ PRP:det NAM PRP NAM,2
4749,NOM ADJ PRP:det NOM ADJ ADJ PRP ADJ NOM,2
3665,NOM PRP NAM PUN NAM,2
642,NAM VER:ppre DET:ART NOM PRP NOM ADJ,2
2889,NOM PRP DET:ART NOM PUN PRP DET:ART NOM KON PRP:det NOM ADJ PRP:det NOM PRP NAM,2
3334,VER:pres VER:pper PRP NOM VER:pper ADJ,2
4999,NOM PRP:det NOM PRP NOM NAM PRP:det NOM NAM,2
2885,NOM PRP DET:ART NOM KON PRP:det NOM ADJ PRP:det NAM PRP NAM,2
3336,NAM NAM ADJ PUN VER:simp PUN,2
4958,NOM ADJ PRP NAM NOM NUM,2
915,NOM VER:pper PRP DET:ART ADJ NOM,2
4577,NOM PRP NOM ADJ ADV,2
2998,NOM PRP DET:ART NOM PRP:det NOM PRP NAM,2
5910,NOM PRP NOM NAM PRP NOM,2
4771,ADV ADJ NOM NOM NOM NUM,2
661,NOM ADJ PRP NOM VER:pper PRP NAM,2
3303,VER:pres NOM PRP:det NOM ADJ PRP:det NAM,2
3609,NOM NAM ABR SYM,2
4922,NOM ADJ PRP DET:ART NOM VER:pper PRP:det ADJ NAM PRP DET:ART NOM,2
3008,NUM PUN PUN ADJ NOM,2
4769,NOM ADJ VER:pper PRP NOM PRP NOM ADJ,2
892,NOM ADJ VER:pper PRP:det NOM NAM,2
3006,NOM NUM PUN NUM PUN NUM NOM,2
893,NOM NAM VER:ppre DET:ART NAM,2
3004,NAM PUN NUM PUN NAM PUN NAM,2
894,NOM PRP DET:ART NOM PRP PRP NOM ADJ PRP NOM PRP NOM ADJ,2
3002,NAM PUN NUM NOM NAM,2
476,VER:pres PRP DET:ART NOM VER:pper PRP DET:ART NOM,2
4594,NOM PRP:det ADJ NOM ADJ PRP:det NOM,2
3022,NUM PUN NUM PUN NAM PUN NAM PUN NUM PUN NUM PUN NOM PUN NUM PUN NAM PUN NOM PUN ADJ,2
3023,NUM PUN NAM PUN NAM PUN VER:pres PUN NOM NUM PUN NAM,2
6065,NOM NOM VER:subi NOM NUM,2
664,NOM PRP NOM PRP NOM VER:pper PRP DET:ART NOM,2
4899,NOM VER:pper PRP DET:ART NOM PRP NOM NAM,2
3045,NOM VER:pper PRP:det ADJ NOM ADJ,2
3590,NOM VER:pper PRP:det NOM PRP NOM ADJ,2
4607,NOM VER:pper PRP DET:ART NOM PRO:PER,2
3041,NOM PRP DET:ART NOM PUN NOM ADJ,2
3036,NOM PRP:det NOM PRP ADV ADJ NOM,2
4599,NOM ADJ ADJ PRP:det NOM PRP NOM ADJ,2
3299,NOM NAM PUN NAM NAM NOM PUN,2
3032,NOM PRP NOM PRP NOM PRP NUM NOM,2
3599,NAM PUN NOM ADJ NOM NUM PUN,2
3028,NAM PRP:det NAM PRP:det NAM,2
3300,NOM VER:pper ADJ ADJ PRP:det NAM,2
3025,NUM PUN NAM PUN VER:pres PUN NOM,2
2999,NOM ABR PUN NUM PUN ADJ,2
3474,ADJ NOM ABR,2
3866,NOM PRP DET:ART NOM ADJ PRP DET:ART NOM PRP:det NOM,2
2995,NOM PRP:det NOM PRP:det NOM KON PRP:det NOM ADJ,2
3314,ADJ PRP NOM PRP NOM PRP NOM,2
4760,NOM NOM NAM NOM,2
3319,NOM PRP NOM PRP NAM PUN NOM PUN,2
4941,NOM PRP DET:ART NOM ADJ PRP DET:ART NOM PRP NOM NAM,2
4943,NOM ADJ PRP NOM NUM NOM PRP:det NOM,2
3320,NOM NOM PRP:det NOM KON PRP:det NOM,2
2965,NOM NAM PRP:det NOM PRP:det NOM,2
652,NOM PRP:det NOM ADJ VER:pper,2
4947,NOM PRP:det NOM PRP PRP DET:ART NOM PRP NAM,2
2962,NOM ADJ NOM NUM PRP:det NOM,2
4948,NOM PRP:det NOM PRP NOM NUM PRP DET:ART NOM PRP NAM,2
5902,NOM PRP NOM PRP DET:ART NOM VER:ppre PRP DET:ART NOM,2
4950,NOM PRP:det NOM NOM PRP DET:ART NOM PRP NAM,2
4951,NOM NOM NOM PRP:det NAM,2
4952,NOM ABR ADJ PRP NOM VER:pper PRP DET:ART NOM,2
3623,NOM PRP NOM ADJ PUN VER:simp PUN,2
4937,ADJ NOM PRP DET:ART NOM ADJ PRP:det NOM PRP NOM NAM,2
558,NAM NAM NUM PUN VER:pres NOM,2
4933,ADJ NOM PRP DET:ART NOM ADJ PRP NOM NAM,2
5907,NOM PRP NOM PRP DET:ART NOM PRP:det NOM ADJ,2
2990,NOM ADJ PRP:det NOM ADJ PRP NOM ADJ,2
4586,NOM PRP:det ADJ NOM PUN NOM PUN,2
3619,NOM PRP:det NOM ADJ VER:pper PRP:det NOM,2
3308,NAM VER:pres NAM PUN VER:simp PUN,2
4766,NOM PRP NOM NOM NOM NAM,2
6072,NOM ADJ KON NOM ADJ PRP NOM ADJ,2
5903,NOM ADJ VER:ppre PRP DET:ART NOM PRP:det NOM,2
4935,ADJ NOM PRP DET:ART NOM ADJ PRP NAM,2
5905,NOM PRP DET:ART NOM ADJ VER:pper PRP NOM,2
4936,ADJ NOM PRP DET:ART NOM ADJ PRP:det NOM PRP NOM NAM NAM,2
4765,PUN NOM ADJ PUN NOM,2
2979,NOM NAM PUN NOM PRP NAM PUN,2
2978,NOM NAM PRP:det NOM PRP NAM,2
2866,NAM NUM NAM PUN NAM NOM NOM,2
909,NAM PRP INT PUN SYM PUN NAM PUN SYM PUN,2
3868,NOM ADJ PRP DET:ART NAM ADJ ADJ,2
1495,NOM ADJ ADJ PRP:det NOM PRP:det NOM,2
1497,PUN NUM PUN ADJ PUN ADJ PUN ADJ,2
2057,NAM PRP NAM PRP NOM ADJ,2
2055,NAM PRP NAM ADJ,2
6158,NAM VER:futu VER:simp,2
5685,NOM NOM ADJ VER:pper VER:pper PRP NOM,2
5684,NOM NOM ADJ VER:pper ADJ,2
4088,NOM ADJ NOM PUN NAM PUN,2
4302,NOM ADJ PRP NOM PUN NAM,2
2048,ADV NUM NOM NAM,2
1504,NOM PRP:det NOM ADV PRP ADJ NOM,2
4298,NOM ADJ PRP:det VER:simp,2
2042,NOM PRP NOM NUM PRP:det NOM ADJ,2
4297,NOM PRO:PER VER:ppre PRP:det NOM PRP NOM NAM,2
2039,NOM NUM PUN ADJ PUN ADJ,2
5462,NOM ADJ ADJ PRP DET:ART NOM NAM ADJ,2
5463,NOM ADJ ADJ PRP DET:ART NOM ADJ PRP DET:ART NAM ADJ,2
2036,NOM PRP NOM PRP:det NOM PRP DET:ART NOM NAM,2
4084,NUM PUN NUM PUN NAM PUN NUM PUN NUM PUN NAM PUN NUM PUN NAM,2
5451,NAM NAM NAM NOM NOM NUM,2
4018,NOM VER:pper PRP PRP:det NOM NOM,2
2063,NOM PRP ABR,2
132,NOM PRP NOM ADJ VER:pper PRP NAM,2
2087,ABR PUN NOM ADJ VER:pper PUN,2
2085,NOM PRP NOM PUN VER:simp PUN,2
2084,NOM PRP:det NOM PUN VER:simp PUN,2
2083,VER:pres NOM PRP NOM KON NOM,2
2081,NOM VER:pper PRP NOM KON NOM,2
5439,NAM NAM NOM VER:pres NUM ADJ NOM,2
5440,NOM ADJ PRP:det NOM KON PRP DET:ART NOM PRP NOM NAM,2
2075,NOM PRP NOM PRP DET:ART NOM PRP NUM PRP NUM,2
2074,NOM PRP NOM PRP NOM PRP NUM PRP NUM,2
2073,NOM PRP NOM PRP DET:ART NOM PRP NUM PRP NUM NOM,2
2072,NOM ADJ PRP NUM PRP NUM NOM,2
124,NOM PRP NOM NOM ADJ PRP NAM,2
5445,NOM NUM ADJ NOM ADJ,2
6156,VER:pres VER:simp,2
6157,NAM VER:futu NOM VER:simp,2
5450,NOM ADJ PRP:det NOM KON PRP DET:ART ADJ NOM NUM,2
5464,NOM ADJ ADJ PRP DET:ART NOM ADJ PRP DET:ART NAM,2
4096,NOM ADJ VER:pper PRP DET:ART NAM,2
5676,NAM NAM PRP:det NOM KON PRP:det NOM,2
2031,NOM PRP DET:ART NOM PRP:det NOM PRP DET:ART NOM ADJ NAM,2
4289,ADJ NOM NOM NOM ADJ,2
5666,NAM VER:ppre PRP DET:ART NOM PRP:det NOM ADJ,2
5480,NOM NUM NOM ADJ PRP:det NOM,2
5665,NOM NAM VER:pper PRP:det NOM PRP:det NOM ADJ,2
4287,NOM PRP DET:ART NOM PRP:det NOM PRP:det ADJ NOM PRP NOM,2
99,NOM ADJ PRP VER:infi PRP DET:ART NOM,2
5485,NOM PRP NOM PRP NOM PRP NOM NOM,2
5664,VER:ppre NAM PRP:det NOM PRP NOM VER:ppre PRP DET:ART NOM PRP DET:ART NOM NAM,2
5663,NOM PRP NAM PRP NOM ADJ ADJ,2
5489,NOM PRP:det NOM PRP VER:infi PRP:det NOM,2
1545,NAM PUN NOM ADJ PRP NOM ADJ PUN,2
1983,NAM NAM PUN NAM NAM,2
4119,NOM VER:ppre DET:ART NOM ADJ PRP DET:ART NAM NAM,2
4283,NOM PRP NOM NOM PRP NOM PRP:det NOM,2
4282,NOM NOM PRP DET:ART NOM PRP,2
1979,ABR NOM ADJ,2
4122,NOM VER:pper PRP:det ADJ NAM,2
5478,NOM VER:pper PRP DET:ART NOM ADV ADJ,2
2002,NOM PRP NOM PRP NOM VER:pper PRP:det NAM,2
1534,NOM NOM PRP:det NOM ADJ ADJ,2
1527,NOM ADJ ADJ NOM PRP NOM NUM,2
103,NOM NOM PRP VER:infi PRP DET:ART NOM,2
2025,NOM PRP:det NOM KON PRP:det NOM ADJ,2
2023,NOM ADJ VER:pres NOM NOM,2
102,NOM NOM PRP VER:infi,2
4294,NOM PRP:det NOM ADJ PRP ADJ NOM,2
1525,NOM ADJ PUN,2
2019,NAM NAM NOM NAM PUN VER:simp PUN,2
2016,NOM PRP DET:ART NOM KON DET:ART NOM PRP DET:ART NOM,2
4109,NAM PUN NOM NUM,2
1529,NOM ADJ PRP NOM KON PRP NOM PRP:det NOM,2
101,NOM NOM ADJ PRP VER:infi PRP DET:ART NOM,2
4106,ADJ NAM NAM,2
4107,NOM PRP NOM VER:subp PRP:det NOM,2
5474,NOM VER:pper PRP PRP:det NOM VER:pper PRP DET:ART NOM NAM,2
4291,NOM PRP NOM VER:pper PRP ADJ NOM PRP NOM ADJ,2
2007,NOM PRP DET:ART NOM KON PRP:det NOM ADJ,2
5692,NOM KON VER:pper PRP NOM,2
5694,NOM PRP NAM PRP ADJ NOM,2
2092,NOM PRP NAM ADJ NOM,2
2154,NOM NOM PRP NOM VER:pper,2
1415,NOM PRP NAM NAM NAM,2
1416,NAM PUN VER:pres PUN NOM,2
1418,NUM PUN PUN NAM PUN NOM PUN NUM PUN NUM PUN ADJ,2
5391,NAM NOM NUM PUN NAM NAM PUN VER:simp NAM,2
1419,NAM PUN VER:pres PUN NOM NOM,2
5396,NOM ADJ PRP DET:ART NOM ADJ PRP DET:ART ADJ NOM PRP NOM NAM,2
1420,PUN NAM PUN NAM PUN NAM PUN ADJ,2
5399,NOM ADJ PRP DET:ART NOM ADJ PRP PRP DET:ART NOM NOM PRP NOM NUM,2
5718,NOM PRP NUM PRP DET:ART NOM NOM PRP:det NOM PRP:det NAM,2
4324,NOM PUN NOM NAM,2
4043,NOM PRP DET:ART NOM PRP DET:ART NOM PRP,2
5400,NOM ADJ PRP DET:ART NOM ADJ PRP PRP DET:ART NOM ADJ,2
2161,NOM PRP NOM PRP:det NOM KON ADJ,2
5402,NOM ADJ PRP DET:ART NOM ADJ NAM PRP DET:ART NOM NOM PRP NOM NUM,2
2159,NOM VER:ppre DET:ART NOM VER:pper PRP NOM,2
5403,NOM ADJ PRP DET:ART NOM ADJ NAM PRP DET:ART NOM NOM PRP NOM NAM,2
5404,NOM ADJ PRP DET:ART NOM ADJ NAM PRP DET:ART NOM ADJ,2
2183,NOM ADJ PRP NOM PRP:det NOM PRP:det NAM,2
2184,NOM ADJ PRP NOM PRP:det NOM ADJ PRP:det NAM,2
4033,NAM ADV VER:pper,2
4336,ADJ NAM NAM NOM PUN NAM,2
5378,NAM NAM PRP:det NOM PRP:det NOM PRP NAM,2
164,NAM VER:pres NOM ADJ ADJ NOM,2
2211,NOM DET:ART,2
2210,NOM ADJ PUN NAM NAM NOM PUN,2
1384,NOM VER:pper PUN NOM PUN,2
1388,NOM NAM PRP:det NOM PRP DET:ART NOM,2
2204,VER:cond NOM NOM,2
4025,NOM PRP:det NOM ADJ ADJ VER:pper PRP:det NOM,2
2187,NOM NAM PUN,2
2197,NOM PRP:det NOM PRP DET:ART NOM KON PRP:det NOM,2
2196,ADJ PUN NOM ADJ PUN,2
1405,NUM PUN NUM PUN NAM PUN ADJ PUN NUM PUN NAM PUN NAM PRP NOM,2
2194,NOM NUM PUN NOM ADJ PUN,2
1406,NUM PUN NUM PUN NAM PUN ADJ PUN NUM PUN NAM PUN NOM PRP NOM,2
4031,NOM ADV ADJ PRP NOM,2
1411,NOM PRP NOM ADJ PRP NOM KON NOM,2
2155,NOM NOM PUN VER:simp PUN,2
4047,NOM ADV VER:ppre ADV PRP DET:ART NOM,2
2096,NOM PUN ADJ PUN NOM,2
5407,ADJ NOM PRP DET:ART NOM ADJ NAM PRP DET:ART NOM NOM PRP NOM NUM,2
2125,NOM ADJ KON ADJ KON NOM,2
4056,NOM PRP NOM PRP PRP ADJ NOM PRP DET:ART NOM,2
1451,VER:pres VER:pper PRP NOM ADV ADJ,2
1452,NOM PRP DET:ART NOM PRP NOM NOM,2
5707,NOM ADJ PRP:det NOM VER:pper PRP:det NOM PRP:det NOM,2
5706,ADJ NOM PRP:det NOM VER:pper PRP:det NOM PRP:det NOM,2
2114,NOM PRP NOM PRP:det NOM ADJ NOM,2
5792,NOM PRP:det ADJ NOM PRP,2
2113,NOM NOM PRP NOM ADJ NOM,2
4313,NOM NUM PRP:det NOM ADJ,2
4064,NOM PRP PRP:det NOM PRO:PER VER:ppre PRP DET:ART NOM NAM,2
4065,NAM PUN NAM VER:pres NAM NAM PUN,2
5430,NAM NAM NAM PUN NOM NUM PUN NOM NAM,2
1469,NOM PRP:det NOM NOM PRP:det NOM,2
1470,NOM PRP:det NOM PUN NAM PUN,2
1471,NOM ADJ PRP:det NOM PRP:det NOM PRP NAM,2
